zn,fe,cu,mn,b,s,district_name,zn_adequate,fe_adequate,cu_adequate,mn_adequate,b_adequate,s_adequate,soil_quality_index
58.49,64.64,96.1,91.59,73.12,94.98,Warangal,1,1,1,1,1,1,1.0
58.18,49.33,94.98,69.95,69.37,76.22,Yadadri Bhuvanagiri,1,0,1,1,1,1,0.8333333333333334
93.4,98.88,99.95,100.0,100.0,100.0,Dadra And Nagar Haveli,1,1,1,1,1,1,1.0
97.24,97.7,100.0,99.54,0.0,99.54,Daman,1,1,1,1,0,1,0.8333333333333334
46.67,10.67,67.57,56.34,37.33,82.67,Diu,0,0,1,1,0,1,0.5
78.27,97.53,99.08,97.46,78.85,93.7,Dhalai,1,1,1,1,1,1,1.0
72.99,99.68,98.66,99.74,79.82,92.54,Gomati,1,1,1,1,1,1,1.0
78.06,99.22,99.64,97.95,85.18,98.87,Khowai,1,1,1,1,1,1,1.0
72.95,99.46,98.63,98.53,70.43,92.71,North Tripura,1,1,1,1,1,1,1.0
85.28,98.71,99.7,98.47,88.18,96.29,Sepahijala,1,1,1,1,1,1,1.0
82.56,99.07,96.8,96.72,80.82,97.48,South Tripura,1,1,1,1,1,1,1.0
78.7,99.64,95.73,99.41,84.11,99.37,Unakoti,1,1,1,1,1,1,1.0
84.03,97.09,98.7,97.45,81.97,90.97,West Tripura,1,1,1,1,1,1,1.0
69.19,51.98,91.49,80.82,80.27,83.88,Agra,1,1,1,1,1,1,1.0
66.72,70.57,98.22,89.27,57.9,78.7,Aligarh,1,1,1,1,1,1,1.0
96.7,96.49,99.52,96.81,97.16,77.8,Allahabad,1,1,1,1,1,1,1.0
76.45,49.66,92.94,59.99,55.89,59.19,Ambedkar Nagar,1,0,1,1,1,1,0.8333333333333334
51.3,22.33,97.56,31.09,70.08,36.35,Amethi,1,0,1,0,1,0,0.5
72.01,73.7,90.06,82.13,59.69,57.33,Amroha,1,1,1,1,1,1,1.0
90.01,64.8,93.49,95.55,61.48,48.99,Auraiya,1,1,1,1,1,0,0.8333333333333334
57.91,4.17,70.56,35.32,56.78,75.64,Ayodhya,1,0,1,0,1,1,0.6666666666666666
36.0,56.23,99.26,96.99,37.29,5.6,Azamgarh,0,1,1,1,0,0,0.5
67.76,57.52,94.73,73.72,88.09,76.97,Baghpat,1,1,1,1,1,1,1.0
70.67,77.48,96.98,80.08,65.34,46.17,Bahraich,1,1,1,1,1,0,0.8333333333333334
86.73,85.14,99.78,95.95,95.7,27.05,Ballia,1,1,1,1,1,0,0.8333333333333334
97.02,94.0,98.63,97.76,54.41,84.91,Balrampur,1,1,1,1,1,1,1.0
64.24,27.19,88.12,44.08,45.89,71.36,Banda,1,0,1,0,0,1,0.5
55.48,54.13,85.11,79.67,29.38,45.94,Barabanki,1,1,1,1,0,0,0.6666666666666666
49.02,57.65,93.77,53.71,46.0,60.33,Bareilly,0,1,1,1,0,1,0.6666666666666666
5.01,94.13,99.88,87.94,38.03,26.44,Basti,0,1,1,1,0,0,0.5
65.4,76.12,94.5,96.62,95.35,59.57,Bhadohi,1,1,1,1,1,1,1.0
79.96,64.97,93.86,86.79,64.43,65.72,Bijnor,1,1,1,1,1,1,1.0
51.64,57.93,88.56,56.93,49.34,47.34,Budaun,1,1,1,1,0,0,0.6666666666666666
59.41,54.6,95.86,65.01,89.74,82.46,Bulandshahr,1,1,1,1,1,1,1.0
21.67,64.7,93.3,89.52,78.24,23.99,Chandauli,0,1,1,1,1,0,0.6666666666666666
67.42,11.32,91.08,69.69,35.08,90.61,Chitrakoot,1,0,1,1,0,1,0.6666666666666666
58.94,79.83,98.62,89.44,78.29,60.24,Deoria,1,1,1,1,1,1,1.0
78.94,77.3,98.6,95.92,73.44,91.23,Etah,1,1,1,1,1,1,1.0
89.95,98.18,99.03,99.58,35.46,96.8,Etawah,1,1,1,1,0,1,0.8333333333333334
57.18,70.43,89.7,88.75,43.74,41.93,Farrukhabad,1,1,1,1,0,0,0.6666666666666666
91.98,97.68,98.1,97.66,94.29,97.76,Fatehpur,1,1,1,1,1,1,1.0
40.82,81.62,82.17,94.89,79.08,69.84,Firozabad,0,1,1,1,1,1,0.8333333333333334
84.85,68.56,96.89,87.86,82.32,86.94,Gautam Buddha Nagar,1,1,1,1,1,1,1.0
78.64,79.5,96.57,93.11,39.98,83.98,Ghaziabad,1,1,1,1,0,1,0.8333333333333334
27.43,63.08,98.85,89.48,43.85,22.53,Ghazipur,0,1,1,1,0,0,0.5
93.55,81.11,98.32,82.78,31.68,64.87,Gonda,1,1,1,1,0,1,0.8333333333333334
60.28,74.0,98.93,87.4,70.72,66.73,Gorakhpur,1,1,1,1,1,1,1.0
66.38,67.04,94.59,79.97,3.08,73.13,Hamirpur,1,1,1,1,0,1,0.8333333333333334
52.51,65.15,96.17,83.79,68.67,63.04,Hapur,1,1,1,1,1,1,1.0
97.91,97.24,89.4,99.24,95.94,61.24,Hardoi,1,1,1,1,1,1,1.0
75.91,51.21,95.36,90.43,70.0,88.76,Hathras,1,1,1,1,1,1,1.0
77.67,75.09,99.18,91.31,89.15,75.84,Jalaun,1,1,1,1,1,1,1.0
62.81,72.25,97.19,93.33,14.89,15.34,Jaunpur,1,1,1,1,0,0,0.6666666666666666
86.45,77.07,98.5,90.78,86.83,85.81,Jhansi,1,1,1,1,1,1,1.0
79.27,75.05,97.45,97.36,67.64,62.19,Kannauj,1,1,1,1,1,1,1.0
81.95,78.3,98.48,99.3,86.19,39.97,Kanpur Dehat,1,1,1,1,1,0,0.8333333333333334
75.78,98.78,99.35,83.55,87.37,80.01,Kanpur Nagar,1,1,1,1,1,1,1.0
88.63,84.92,99.72,94.13,58.8,89.68,Kasganj,1,1,1,1,1,1,1.0
70.33,85.63,94.62,90.26,82.52,89.54,Kaushambi,1,1,1,1,1,1,1.0
99.52,94.95,99.77,94.67,93.13,72.01,Kheri,1,1,1,1,1,1,1.0
72.17,73.45,98.18,85.11,71.36,57.94,Kushi Nagar,1,1,1,1,1,1,1.0
68.78,94.58,99.09,90.12,96.72,47.78,Lalitpur,1,1,1,1,1,0,0.8333333333333334
94.44,97.53,99.81,98.8,63.52,90.08,Lucknow,1,1,1,1,1,1,1.0
67.11,94.09,95.42,97.67,62.74,78.21,Maharajganj,1,1,1,1,1,1,1.0
34.98,10.29,70.66,47.68,21.93,72.08,Mahoba,0,0,1,0,0,1,0.3333333333333333
64.64,60.78,85.73,87.58,77.15,89.38,Mainpuri,1,1,1,1,1,1,1.0
63.72,47.12,92.39,87.82,98.06,65.55,Mathura,1,0,1,1,1,1,0.8333333333333334
85.82,81.15,99.77,86.42,91.53,1.1,Mau,1,1,1,1,1,0,0.8333333333333334
75.15,74.1,98.81,87.52,86.52,78.47,Meerut,1,1,1,1,1,1,1.0
81.62,82.99,99.52,98.12,4.96,98.85,Mirzapur,1,1,1,1,0,1,0.8333333333333334
79.4,75.88,95.16,83.48,59.86,64.86,Moradabad,1,1,1,1,1,1,1.0
75.31,94.04,99.73,92.96,94.28,58.05,Muzaffarnagar,1,1,1,1,1,1,1.0
44.38,81.54,98.32,76.97,68.63,50.82,Pilibhit,0,1,1,1,1,1,0.8333333333333334
92.23,88.9,99.64,92.51,82.02,90.54,Pratapgarh,1,1,1,1,1,1,1.0
95.77,94.34,99.64,88.57,99.75,8.57,Rae Bareli,1,1,1,1,1,0,0.8333333333333334
74.4,68.39,92.82,73.96,53.34,70.62,Rampur,1,1,1,1,1,1,1.0
74.5,85.58,99.09,70.28,86.05,64.47,Saharanpur,1,1,1,1,1,1,1.0
74.88,66.89,94.77,61.99,43.73,65.66,Sambhal,1,1,1,1,0,1,0.8333333333333334
6.33,82.01,99.88,86.98,33.24,22.87,Sant Kabeer Nagar,0,1,1,1,0,0,0.5
55.22,57.88,96.56,55.5,50.23,53.42,Shahjahanpur,1,1,1,1,1,1,1.0
82.12,86.38,99.84,87.67,93.0,72.63,Shamli,1,1,1,1,1,1,1.0
90.08,50.14,98.58,87.59,68.18,81.96,Shravasti,1,1,1,1,1,1,1.0
12.05,81.56,99.7,65.39,27.38,15.78,Siddharth Nagar,0,1,1,1,0,0,0.5
85.04,90.44,98.29,85.69,88.08,84.12,Sitapur,1,1,1,1,1,1,1.0
79.57,93.7,99.98,99.42,17.56,99.41,Sonbhadra,1,1,1,1,0,1,0.8333333333333334
91.88,74.31,94.52,88.47,29.78,67.77,Sultanpur,1,1,1,1,0,1,0.8333333333333334
95.81,91.8,99.51,95.58,95.5,97.54,Unnao,1,1,1,1,1,1,1.0
47.66,81.62,98.81,88.37,45.84,32.82,Varanasi,0,1,1,1,0,0,0.5
97.83,92.94,72.42,96.45,88.71,96.15,Almora,1,1,1,1,1,1,1.0
97.15,98.95,99.49,97.34,95.83,87.87,Bageshwar,1,1,1,1,1,1,1.0
91.27,91.89,96.74,68.22,66.05,92.15,Chamoli,1,1,1,1,1,1,1.0
94.31,95.0,95.04,96.27,84.74,74.11,Champawat,1,1,1,1,1,1,1.0
94.74,97.35,96.85,89.46,75.23,81.31,Dehradun,1,1,1,1,1,1,1.0
69.09,77.4,89.02,82.81,30.5,61.36,Haridwar,1,1,1,1,0,1,0.8333333333333334
86.87,61.06,76.62,58.01,98.51,93.24,Nainital,1,1,1,1,1,1,1.0
87.5,85.84,87.34,85.26,85.07,91.55,Pauri Garhwal,1,1,1,1,1,1,1.0
86.34,95.78,95.75,92.68,50.69,79.32,Pithoragarh,1,1,1,1,1,1,1.0
89.96,81.21,97.7,68.18,69.07,93.96,Rudra Prayag,1,1,1,1,1,1,1.0
88.33,89.76,94.81,87.5,75.0,54.3,Tehri Garhwal,1,1,1,1,1,1,1.0
77.31,84.46,90.15,79.85,28.54,76.53,Udam Singh Nagar,1,1,1,1,0,1,0.8333333333333334
94.9,95.06,96.75,87.52,63.44,39.82,Uttar Kashi,1,1,1,1,1,0,0.8333333333333334
90.91,100.0,100.0,90.91,90.91,100.0,24 Paraganas North,1,1,1,1,1,1,1.0
93.95,100.0,98.63,97.06,78.52,22.07,Birbhum,1,1,1,1,1,0,0.8333333333333334
100.0,100.0,100.0,84.81,100.0,62.5,Kalimpong,1,1,1,1,1,1,1.0
98.56,93.78,97.61,68.6,81.34,44.98,Maldah,1,1,1,1,1,0,0.8333333333333334
96.36,99.59,100.0,94.31,87.85,36.84,Murshidabad,1,1,1,1,1,0,0.8333333333333334
86.96,97.83,100.0,77.17,71.74,22.83,Nadia,1,1,1,1,1,0,0.8333333333333334
